RBD,Nombre_Colegio,Total_Alumnos,Total_Docentes,Ratio_Alumnos_Docente,Promedio_Notas,Anio
227,ESCUELA BASICA PRESIDENTE BALMACEDA,1615,56.0,28.8,5.67,2013
25225,ESCUELA BASICA RAYITO DE LUZ DE QUILICURA,517,18.0,28.7,5.63,2013
2731,ESC.CAPLLAN JOSE LUIS LOPEZ CARRASCO,201,7.0,28.7,4.35,2013
3640,INSTITUTO SUPERIOR DE COMERCIO PROFESOR F,1314,46.0,28.6,5.39,2013
10069,COLEGIO MARQUEL,913,32.0,28.5,5.6,2013
12891,LICEO PARTICULAR EBEN EZER II,1792,63.0,28.4,5.33,2013
12650,COLEGIO SAGRADO CORAZON DE JESUS,1871,66.0,28.3,5.53,2013
26030,COLEGIO DE ADULTOS INSTITUTO NUEVO BILBAO,283,10.0,28.3,5.76,2013
12868,COLEGIO EBEN EZER,902,32.0,28.2,5.75,2013
9947,COLEGIO INDUSTRIAL PART. DON ORIONE,1631,58.0,28.1,5.5,2013
24238,CENTRO DE ESTUDIOS PATAGONIA LTDA,253,9.0,28.1,5.81,2013
5532,ESCUELA PARTICULAR TRULAUQUEN,28,1.0,28.0,5.38,2013
8612,LICEO IGNACIO CARRERA PINTO,645,23.0,28.0,5.55,2013
25645,COLEGIO PART. NTRA. SRA. MARIA INMACULADA DEL,1288,46.0,28.0,5.03,2013
8699,ESCUELA PARTICULAR EL PEQUENO ESTUDIANTE,336,12.0,28.0,6.3,2013
4649,COLEGIO PARTICULAR EL ARRAYAN,643,23.0,28.0,5.96,2013
10058,COLEGIO POLIVALENTE PRINCIPE DE GALES,784,28.0,28.0,5.39,2013
8541,LICEO DE ADULTOS HERBERT VARGAS WALLIS,615,22.0,28.0,5.74,2013
25386,COLEGIO PARTICULAR NOVO MUNDO,1537,55.0,27.9,5.56,2013
31192,COLEGIO ADULTOS MANQUEHUE,279,10.0,27.9,4.14,2013
26286,COLEGIO DE ADULTOS ANTU-ANAY,223,8.0,27.9,5.16,2013
10487,COLEGIO POLIVALENTE DOMINGO MATTE MESIAS,3156,113.0,27.9,5.7,2013
2104,LICEO COMERCIAL DIEGO PORTALES,1776,64.0,27.8,5.32,2013
12935,COLEGIO PROVIDENCIA,912,33.0,27.6,5.69,2013
12871,ESCUELA BASICA VALENTIN LETELIER,688,25.0,27.5,5.92,2013
25162,ESC. PARTICULAR RAIN - BOW,301,11.0,27.4,5.24,2013
6572,ESCUELA PARTICULAR RAMON FREIRE,137,5.0,27.4,4.93,2013
12588,COLEGIO REINA DEL DESIERTO,438,16.0,27.4,5.58,2013
24685,COLEGIO PIAMARTA,3664,134.0,27.3,5.34,2013
8927,LICEO CARMELA CARVAJAL DE PRAT,1803,66.0,27.3,6.02,2013
17796,COLEGIO PARA ADULTOS RENACER,461,17.0,27.1,4.44,2013
25855,COLEGIO MUNICIPAL INSTITUTO CHACABUCO,868,32.0,27.1,5.78,2013
25464,COLEGIO POLIVALENTE SAN AGUSTIN DE EL BOSQUE,1574,58.0,27.1,5.69,2013
8928,LICEO JOSE VICTORINO LASTARRIA,2684,99.0,27.1,5.58,2013
337,ESCUELA PARTICULAR SANTA TERESITA,947,35.0,27.1,5.58,2013
8644,COLEGIO INDUSTRIAL VASCO NUNEZ DE BALBOA,1028,38.0,27.1,5.11,2013
6160,ESCUELA PARTICULAR CARMELITA,27,1.0,27.0,5.84,2013
254,FUNDACION EDUC.COLEGIO NUESTRA SRA.DE AYQUINA,1027,38.0,27.0,5.78,2013
22388,CENTRO DE EDUC. DE ADULTOS SANDROCK,243,9.0,27.0,4.68,2013
16443,CENTRO INTEGRAL EDUCACION TALCA,1213,45.0,27.0,5.42,2013
7296,ESCUELA PARTICULAR LOS AZADORES,27,1.0,27.0,6.46,2013
9659,ESCUELA COLEGIO ALBERTO BLEST GANA,1321,49.0,27.0,5.32,2013
24809,ESC. BASICA PART.JUANITA FERNANDEZ SOLAR,700,26.0,26.9,5.78,2013
12730,LICEO TEC. PROF. DE ADULTOS CORESOL,376,14.0,26.9,5.01,2013
24769,COLEGIO SAN ISAAC JOGUES,1047,39.0,26.8,5.56,2013
13220,COLEGIO  LICARAYEN,268,10.0,26.8,5.2,2013
25059,CENTRO EDUCACIONAL LARUN RAYUN,830,31.0,26.8,5.37,2013
12151,COLEGIO HISPANO AMERICANO,1100,41.0,26.8,5.38,2013
25853,COLEGIO POLIVALENTE NOVO HORIZONTE,1557,58.0,26.8,5.17,2013
10399,LICEO POLIVALENTE RIGOBERTO FONTT I.,1369,51.0,26.8,5.2,2013
2110,LICEO MUNICIPAL OSCAR CASTRO ZUNIGA,2300,86.0,26.7,5.85,2013
15777,COLEGIO JUAN LUIS VIVES,481,18.0,26.7,5.06,2013
22633,LICEO TEC. PROF. DE ADULTOS CORESOL DE VALDIV,401,15.0,26.7,5.19,2013
12837,COLEGIO PARTICULAR BET- EL,722,27.0,26.7,5.72,2013
8703,ESC. PARTICULAR MARYLAND COLLEGE,587,22.0,26.7,5.86,2013
11977,SAINT CHRISTIAN COLLEGE,1116,42.0,26.6,5.73,2013
31376,LICEO  DE  ADULTOS  INSIEME,239,9.0,26.6,5.17,2013
200,LICEO POLITECNICO DIEGO PORTALES P.,770,29.0,26.6,5.2,2013
12217,CENTRO POLITECNICO PARTICULAR DE NUNOA,1404,53.0,26.5,5.02,2013
9654,ESCUELA PARTICULAR FRANCISCO RAMIREZ,1160,44.0,26.4,5.86,2013
2995,INSTITUTO ANDRES BELLO,1442,55.0,26.2,5.92,2013
9903,COLEGIO LOS CONQUISTADORES,1071,41.0,26.1,5.38,2013
25215,COLEGIO POLIV. GERONIMO DE ALDERETE,1645,63.0,26.1,5.41,2013
1397,ESC.PART INDUSTRIAL E.BERTELSEN TEMPLE,1540,59.0,26.1,5.43,2013
22613,ESCUELA PARTICULAR CRECER,26,1.0,26.0,6.23,2013
9982,LICEO COMERCIAL MOLINA LAVIN,729,28.0,26.0,5.33,2013
6343,ESCUELA PARTICULAR COLLICO,26,1.0,26.0,5.85,2013
15646,INSTITUTO SANTA TERESA DE LOS ANDES,2052,79.0,26.0,5.23,2013
12191,ESCUELA PARTICULAR EL MIRADOR,26,1.0,26.0,5.68,2013
7057,ESCUELA RURAL PITREN,26,1.0,26.0,5.16,2013
1072,ESCUELA PARTICULAR INFIERNILLO,26,1.0,26.0,5.87,2013
10711,LICEO COMERCIAL TALAGANTE,908,35.0,25.9,5.33,2013
25062,ESC. ANTONIO BROQUEZ S. ANEXO ESC. 993,259,10.0,25.9,5.37,2013
132,LICEO ACADEMIA IQUIQUE,1631,63.0,25.9,6.21,2013
9333,ESCUELA PARTIC.ANTONIO BORQUEZ SOLAR,310,12.0,25.8,5.57,2013
343,ESCUELA PRESBITERIANA,568,22.0,25.8,6.11,2013
12050,COLEGIO TECNICO PROFESIONAL DARIO SALAS,1881,73.0,25.8,5.54,2013
9912,COLEGIO PART. ASCENSION NICOL,722,28.0,25.8,5.6,2013
25463,COLEGIO CTRO. INTEG  ADULTOS ALTAZOL,618,24.0,25.8,5.44,2013
25557,ESC BASICA PART EMILIA GONZALEZ ESPINOZA,541,21.0,25.8,5.8,2013
2151,COLEGIO PARTICULAR SANTA MARIA,746,29.0,25.7,5.94,2013
4163,LICEO LOS ANGELES A-59,1570,61.0,25.7,5.71,2013
3203,COLEGIO SANTIAGO ONEDERRA,694,27.0,25.7,5.9,2013
40447,CENTRO DE EDUCACION INTEGRADA DE ADULTOS AEK,180,7.0,25.7,5.58,2013
25961,COLEGIO PALMARES,1713,67.0,25.6,5.65,2013
344,COLEGIO SANTA EMILIA,920,36.0,25.6,5.78,2013
10541,LICEO COMERCIAL DE SAN BERNARDO,1050,41.0,25.6,5.24,2013
10336,ESCUELA PARTICULAR SAN DIEGO,1177,46.0,25.6,5.85,2013
4641,COLEGIO PARTICULAR ALBORADA,586,23.0,25.5,5.63,2013
12591,LICEO SAMCA ARUMANTI,892,35.0,25.5,5.46,2013
13528,COLEGIO ADULTOS SAN LUIS,204,8.0,25.5,5.49,2013
12033,LICEO INDUSTRIAL METODISTA DE CORONEL,1069,42.0,25.5,5.15,2013
31104,LICEO TECNICO PROFESIONAL DE ADULTOS BIO BIO,434,17.0,25.5,4.89,2013
10398,LICEO REBECA OLIVARES BENITEZ,893,35.0,25.5,4.58,2013
16627,COLEGIO SAN IGNACIO DE TALCA,1014,40.0,25.4,5.91,2013
25436,COLEGIO PART. SOCHIDES RENCA,763,30.0,25.4,5.72,2013
3539,LICEO CLAUDINA URRUTIA DE LAVIN,814,32.0,25.4,5.51,2013
12810,ESCUELA KAMAC MAYU,1145,45.0,25.4,5.67,2013
25387,COLEGIO PARTICULAR SAN SEBASTIAN DE QUILICURA,1857,73.0,25.4,5.45,2013
31287,ESCUELA DEL CARIÃO RICARDO NAVIA,253,10.0,25.3,4.75,2013
24482,LICEO POLITECNICO PARTICULAR ANDES,1289,51.0,25.3,5.46,2013
25613,COLEGIO PEDRO APOSTOL,1036,41.0,25.3,5.38,2013
9939,ESCUELA BASICA NO 3 CAMPOS DE MAIPU,906,36.0,25.2,5.52,2013
25542,COLEGIO SANTA BARBARA H.S.,1258,50.0,25.2,5.53,2013
10601,ESCUELA PARTICULAR SAN BERNARDO,351,14.0,25.1,5.65,2013
25028,CENTRO EDUC. DIEGO DE ALMAGRO,880,35.0,25.1,5.43,2013
16414,COLEGIO CORPOR.DE EDUC.LA ARAUCANA,325,13.0,25.0,5.04,2013
11931,CENTRO EDUC.PART.ORDEN DE SAN JORGE,576,23.0,25.0,5.45,2013
11231,ESCUELA DE ADULTOS,25,1.0,25.0,4.49,2013
217,LICEO LUIS CRUZ MARTINEZ,1175,47.0,25.0,5.39,2013
25770,LICEO NACIONAL DE MAIPU,1600,64.0,25.0,5.75,2013
11950,COLEGIO MONTEVERDE,150,6.0,25.0,6.04,2013
9642,ESCUELA PARTICULAR TTE.DAGOBERTO GODOY,1251,50.0,25.0,5.73,2013
25369,COLEGIO PARTICULAR ALICANTE,3290,132.0,24.9,5.65,2013
9556,ESCUELA PARTICULAR MARQUEZ DE OVANDO,547,22.0,24.9,6.0,2013
7630,ESCUELA ESPANA,671,27.0,24.9,5.78,2013
9957,LICEO INDUSTRIAL ALBERTO WIDMER,971,39.0,24.9,5.47,2013
10341,ESCUELA BASICA PART. THE LITTLE SCHOOL,423,17.0,24.9,6.23,2013
25895,COLEGIO SANTIAGO DE PUDAHUEL,973,39.0,24.9,5.57,2013
24945,COLEGIO DESIREE,770,31.0,24.8,5.34,2013
8485,LICEO INSTITUTO NACIONAL,4387,177.0,24.8,5.78,2013
17701,CENTRO DE EDUCACION ADULTOS PITAGORAS,323,13.0,24.8,4.75,2013
12605,ACADEMIA IQUIQUE HOSPICIO,840,34.0,24.7,5.96,2013
24789,COLEGIO MONTEVERDE ANEXO,767,31.0,24.7,5.3,2013
9646,COLEGIO POLIVALENTE FRANCISCO RAMIREZ,566,23.0,24.6,5.15,2013
3243,ESCUELA ALAMEDA LINARES,123,5.0,24.6,4.75,2013
25599,COLEGIO PART. SAN PEDRO DE QUILICURA,1301,53.0,24.5,5.39,2013
3347,ESCUELA PARTICULAR MARTA BRUNET,270,11.0,24.5,5.81,2013
769,COLEGIO SAN VIATOR,1054,43.0,24.5,5.79,2013
22434,COLEGIO DOMINGO SANTA MARIA,2254,92.0,24.5,5.48,2013
8603,CENTRO EDUCATIVO SALESIANOS ALAMEDA,1755,72.0,24.4,5.55,2013
9332,COLEGIO SANTA PATRICIA DE LA FLORIDA,610,25.0,24.4,5.23,2013
10030,LICEO POLIV.SAN JOSE DE LA PRECIOSA SANG,1708,70.0,24.4,5.4,2013
8487,LICEO JAVIERA CARRERA,3071,126.0,24.4,5.81,2013
5716,PADRE BARTOLOME DE LAS CASAS,583,24.0,24.3,5.75,2013
15657,COLEGIO NEHUEN,754,31.0,24.3,5.64,2013
9917,COLEGIO POLIVALENTE PATRICIO MEKIS,1798,74.0,24.3,5.15,2013
22749,ESCUELA PARTICULAR COUNTRY SCHOOL,73,3.0,24.3,5.94,2013
8756,COLEGIO EXCELSIOR,1508,62.0,24.3,5.55,2013
8646,COLEGIO POLIV. MANUEL BAQUEDANO,900,37.0,24.3,5.4,2013
10329,COLEGIO LIBERTADOR SAN MARTIN,852,35.0,24.3,5.08,2013
14761,COLEGIO DE ADULTOS ISAAC NEWTON,314,13.0,24.2,5.36,2013
16582,LICEO TECNOLOGICO MATAQUITO,725,30.0,24.2,5.4,2013
24761,SAN JUAN DE LAS CONDES,387,16.0,24.2,5.61,2013
24767,COLEGIO EL SEMBRADOR ANEXO 2,1160,48.0,24.2,5.58,2013
3,ESC. PEDRO VICENTE GUTIERREZ TORRES,483,20.0,24.2,5.25,2013
2159,COLEGIO PARTICULAR INFANTES DE O'HIGGINS,629,26.0,24.2,5.94,2013
10149,ESCUELA PARTICULAR RAPA NUI,314,13.0,24.2,5.66,2013
14210,COLEGIO BECARB II,1108,46.0,24.1,5.68,2013
224,ESCUELA GRECIA,965,40.0,24.1,5.55,2013
8590,INSTITUTO COMERCIAL PITAGORAS,821,34.0,24.1,4.97,2013
22482,CENTRO EDUCACIONAL AMANCAY,193,8.0,24.1,4.7,2013
25749,COLEGIO PART. ALICANTE DEL ROSAL,2776,115.0,24.1,5.65,2013
9959,COMPLEJO EDUCACIONAL MAIPU,2967,123.0,24.1,5.54,2013
12970,NORTH COLLEGE,1058,44.0,24.0,5.82,2013
231,ESCUELA BASICA JOHN FITZGERALD KENNEDY,673,28.0,24.0,5.65,2013
31378,ESCUELA BÃSICA PALMARES ORIENTE,673,28.0,24.0,5.92,2013
25385,ESCUELA HERMANOS CARRERA,552,23.0,24.0,5.91,2013
10415,ESCUELA PARTICULAR DESIREE,1130,47.0,24.0,5.96,2013
4169,ESCUELA ESPANA,839,35.0,24.0,5.73,2013
7752,ESCUELA PART. NÂº206 MARIA DOLORES,24,1.0,24.0,5.3,2013
22310,ESCUELA RURAL YERBAS BUENAS,24,1.0,24.0,6.24,2013
10619,ESCUELA PARTICULAR JOSE MIGUEL CARRERA,312,13.0,24.0,5.44,2013
26225,COLEGIO DE ADULTOS ROCKET,384,16.0,24.0,4.99,2013
22284,ESCUELA PARTICULAR HUALINTO,24,1.0,24.0,5.39,2013
26012,COLEGIO MODERNO PAINE,793,33.0,24.0,5.45,2013
20027,ESCUELA HUERTOS MINEROS,24,1.0,24.0,6.0,2013
11030,ESCUELA ANDRES BELLO,24,1.0,24.0,5.0,2013
1594,COLEGIO PARTICULAR SAN DAMIAN,431,18.0,23.9,5.22,2013
25752,CENTRO DE EDUC. INTEGRADA DE ADULTOS TALAGANT,359,15.0,23.9,4.25,2013
9909,CENTRO EDUCACIONAL PIAMARTINO CAROLINA LLONA DE CUEVAS,3271,137.0,23.9,5.37,2013
10831,COLEGIO PARTICULAR MELIPILLA,1458,61.0,23.9,5.81,2013
17635,COL. TECNICO PROFESIONAL LOS ACACIOS,1430,60.0,23.8,5.58,2013
14717,COLEGIO LAS AMERICAS,548,23.0,23.8,5.46,2013
2207,ESCUELA HERNAN OLGUIN MAYBE,667,28.0,23.8,5.97,2013
2112,ESCUELA MUNICIPAL MOISES MUSSA,1093,46.0,23.8,5.77,2013
9369,ESCUELA PARTICULAR ROSARIO CONCHA,882,37.0,23.8,5.49,2013
40008,INSTITUTO DE EDUCACION PARA EL ADULTO,213,9.0,23.7,5.4,2013
3300,INSTITUTO LINARES,1042,44.0,23.7,5.98,2013
22702,INSTITUTO TECNICO ALERCE CORDILLERA,473,20.0,23.7,5.46,2013
6836,COLEGIO ALONSO DE ERCILLA,450,19.0,23.7,5.98,2013
8109,LICEO EL PILAR,828,35.0,23.7,5.25,2013
40251,LICEO JUAN XXIII-VILLA ALEMANA,759,32.0,23.7,5.67,2013
452,ESCUELA GABRIELA MISTRAL,332,14.0,23.7,5.9,2013
5024,LICEO ISIDORA RAMOS DE GAJARDO,923,39.0,23.7,5.76,2013
24410,COLEGIO SANTA MARIA DE LA CORDILLERA,1020,43.0,23.7,5.66,2013
8629,COLEGIO POLITÃCNICO SANTA ANA,1041,44.0,23.7,5.85,2013
11835,ESCUELA PARTICULAR ROYAL SCHOOL,332,14.0,23.7,5.87,2013
14609,COLEGIO CARDENAL OVIEDO,308,13.0,23.7,4.9,2013
12005,COLEGIO DON ORIONE,896,38.0,23.6,5.15,2013
9816,ESCUELA PARTICULAR STA.MARIA MAZZARELLO,331,14.0,23.6,5.64,2013
226,ESCUELA BASICA EMILIO SOTOMAYOR,1203,51.0,23.6,5.85,2013
8506,INSTITUTO FEMENINO SUPERIOR DE COMERCIO E,873,37.0,23.6,4.99,2013
9946,ESCUELA PARTICULAR LA MONTANA,236,10.0,23.6,6.01,2013
9940,ESCUELA LICEO MADRE VICENCIA,1206,51.0,23.6,5.87,2013
26054,COLEGIO DE ADULTOS INSTITUTO ROGERIANO,212,9.0,23.6,4.59,2013
25766,ESC. BOSTON COLLEGE SAN MARTIN,1957,83.0,23.6,5.58,2013
25580,COLEGIO PARTICULAR MIRADOR,939,40.0,23.5,5.48,2013
9779,ESCUELA TECNICA SANTA ROSA,1340,57.0,23.5,5.25,2013
22753,ESCUELA PARTICULAR ADONAI,47,2.0,23.5,6.09,2013
25526,ESCUELA PART.  CURACAVI COLLEGE,563,24.0,23.5,5.85,2013
2793,INSTITUTO POLITECNICO SUPERIOR JUAN TERRI,1384,59.0,23.5,5.39,2013
228,ESCUELA BASICA VADO DE TOPATER,658,28.0,23.5,5.75,2013
9074,LICEO JOSE TORIBIO MEDINA,1099,47.0,23.4,5.32,2013
9328,COLEGIO POLIV. SAN SEBASTIAN DE LA FLORIDA,1099,47.0,23.4,5.15,2013
10345,ESCUELA PARTICULAR FRANCISCO BILBAO,864,37.0,23.4,5.52,2013
11811,LICEO SANTA MARIA EUFRASIA,398,17.0,23.4,4.84,2013
17918,SAINT GEORGE SCHOOL,937,40.0,23.4,5.71,2013
10658,LICEO POLIVALENTE MODERNO CARDENAL CARO,2640,113.0,23.4,5.7,2013
22140,LICEO IND.ING.RICARDO FENNER R.,1028,44.0,23.4,5.56,2013
10474,ESCUELA LUIS MATTE LARRAIN,1282,55.0,23.3,5.63,2013
10476,ESCUELA LAS PALMAS,676,29.0,23.3,5.55,2013
11795,COLEGIO SAN CARLOS DE LA FLORIDA,326,14.0,23.3,5.8,2013
16488,COLEGIO ADVENTISTA MARANATA,466,20.0,23.3,5.87,2013
5861,ESC.PART.SAN FRANCISCO DE ASIS - LAUTARO,677,29.0,23.3,5.97,2013
288,ESCUELA JAPON,1214,52.0,23.3,6.0,2013
8682,COLEGIO RAFAEL SANHUEZA LIZARDI,1120,48.0,23.3,5.63,2013
1443,LICEO INDUSTRIAL A-16 OSCAR CORONA BARAHO,886,38.0,23.3,5.09,2013
25824,LICEO SERGIO SILVA BASCUNAN,768,33.0,23.3,5.17,2013
12603,LICEO LOS CONDORES,1214,52.0,23.3,5.79,2013
17657,INSTITUTO DE HUMANIDADES ENRIQUE CURTI CANOBBIO,1042,45.0,23.2,5.66,2013
9144,ESCUELA BASICA MARTINEZ DE ROZAS,556,24.0,23.2,5.41,2013
40422,COLEGIO NIRVANA,790,34.0,23.2,5.27,2013
13156,LICEO TECNICO PROFESIONAL HEROES DE ATACAMA,766,33.0,23.2,5.14,2013
8492,LICEO MANUEL BARROS BORGONO,1555,67.0,23.2,5.38,2013
11203,COLEGIO PARTICULAR CLAUDIO GAY,302,13.0,23.2,6.02,2013
8926,LICEO DE NIÃAS N 7 LUISA SAAVEDRA DE GONZALEZ,1297,56.0,23.2,5.79,2013
2531,COLEGIO PARTICULAR EL PRINCIPITO,604,26.0,23.2,5.83,2013
25367,COLEGIO SANTIAGO,992,43.0,23.1,5.67,2013
580,COLEGIO GERONIMO RENDIC,1362,59.0,23.1,6.02,2013
9781,CENTRO POLITECNICO PARTICULAR SAN RAMON,1961,85.0,23.1,4.92,2013
9673,ESCUELA PARTICULAR ARTURO MATTE LARRAIN,992,43.0,23.1,5.45,2013
9906,ESCUELA PARTICULAR INSTITUTO AMERICA,761,33.0,23.1,5.51,2013
229,ESCUELA REPUBLICA DE CHILE,670,29.0,23.1,5.8,2013
25396,CENTRO POLITECNICO PARTICULAR CONCHALI,1291,56.0,23.1,5.37,2013
7405,COLEGIO PARTICULAR ADVENTISTA,300,13.0,23.1,5.75,2013
4672,LICEO TECN. PROFESIONAL JORGE SANCHEZ U.,1246,54.0,23.1,5.52,2013
31074,LICEO BICENTENARIO DE NIÃAS DE MAIPU,529,23.0,23.0,5.45,2013
6263,ESCUELA PARTICULAR MUNE BAJO,23,1.0,23.0,5.74,2013
26001,COLEGIO ALICANTE DE LA FLORIDA,1358,59.0,23.0,5.89,2013
25922,COLEGIO TERRA AUSTRALIS,1057,46.0,23.0,5.53,2013
31052,COLEGIO VILLA EL SOL,505,22.0,23.0,5.93,2013
9071,LICEO AUGUSTO D HALMAR,668,29.0,23.0,4.99,2013
6668,ESCUELA PARTICULAR COPINCHE,23,1.0,23.0,5.25,2013
10162,LICEO TENIENTE DAGOBERTO GODOY NO.3,1449,63.0,23.0,5.65,2013
1503,ESCUELA INDUSTRIAL SUPERIOR DE VALPARAISO,1175,51.0,23.0,5.47,2013
9158,COLEGIO PARTICULAR SAN FERNANDO,1567,68.0,23.0,5.59,2013
10621,CENTRO EDUCACIONAL JOSÃ ABELARDO NÃÃEZ NÂº1,1310,57.0,23.0,5.61,2013
8365,LICEO SAN FELIPE BENICIO DE COYHAIQUE,1059,46.0,23.0,5.69,2013
25423,COLEGIO PARTICULAR IGNACIO SERRANO,483,21.0,23.0,5.63,2013
10186,ESCUELA PARTICULAR LA FRONTERA,506,22.0,23.0,5.93,2013
6896,SEMINARIO SAN FIDEL,483,21.0,23.0,5.57,2013
10608,COLEGIO SUPERIOR DEL MAIPO,1357,59.0,23.0,5.4,2013
26538,COLEGIO TERRAUSTRAL OESTE S.A,2579,112.0,23.0,5.62,2013
22222,ESCUELA PARTICULAR ELISUR,23,1.0,23.0,5.8,2013
4176,ESCUELA JOSE MANSO DE VELASCO,1060,46.0,23.0,5.85,2013
12945,ESCUELA ECOLOGICA PADRE ALBERTO HURTADO,756,33.0,22.9,5.83,2013
11286,LICEO HERIBERTO SOTO SOTO,686,30.0,22.9,4.98,2013
25999,COLEGIO ALICANTE DEL SOL,2770,121.0,22.9,5.59,2013
8502,LICEO COMERCIAL LUIS CORREA PRIETO,573,25.0,22.9,5.24,2013
12943,COLEGIO TECNICO INDUSTRIAL DON BOSCO,1216,53.0,22.9,5.49,2013
4263,COLEGIO SAN RAFAEL ARCANGEL,686,30.0,22.9,5.69,2013
9665,CENTRO EDUCACIONAL SANTA ROSA DEL SUR,546,24.0,22.8,5.39,2013
9778,COLEGIO PARTICULAR JOSE ABELARDO NUNEZ,1027,45.0,22.8,5.48,2013
766,COLEGIO SANTA MARIA EUFRASIA,1503,66.0,22.8,5.89,2013
24686,LICEO POLIVALENTE SANTIAGO DE COMPOSTELA,593,26.0,22.8,5.44,2013
2114,ESCUELA MUNICIPAL MARCELA PAZ,1279,56.0,22.8,5.56,2013
12587,COLEGIO ARICA COLLEGE,913,40.0,22.8,5.96,2013
12192,INSTITUTO DEL MAR CAPITAN WILLIAMS,1049,46.0,22.8,5.48,2013
1507,ESCUELA ESPECIAL DE ADULTOS,296,13.0,22.8,4.45,2013
4406,ESCUELA BASICA MULCHEN,661,29.0,22.8,5.8,2013
26117,ESCUELA BÃSICA N 149 SAN MARCEL,841,37.0,22.7,5.75,2013
22397,COL.TEC.PROF.STA.TERESA DE LOS ANDES,522,23.0,22.7,5.17,2013
25804,COLEGIO PART. ANTUPIREN,1204,53.0,22.7,5.69,2013
356,ESCUELA PARTICULAR CORAZON DE MARIA,953,42.0,22.7,5.78,2013
9637,COLEGIO CHRISTIAN GARDEN SCHOOL,1541,68.0,22.7,5.61,2013
25218,EXTREMADURA DE PUENTE ALTO,931,41.0,22.7,5.76,2013
52,LICEO DOMINGO SANTA MARIA,3541,156.0,22.7,5.78,2013
10704,ESCUELA ALBORADA DE TALAGANTE,839,37.0,22.7,5.74,2013
2935,LICEO MARTA DONOSO ESPEJO,1338,59.0,22.7,5.53,2013
18241,CENTRO EDUCACION INTEG DE ADULTOS NAHUELQUIN,203,9.0,22.6,4.9,2013
14439,INSTITUTO BALDOR,113,5.0,22.6,5.27,2013
767,COLEGIO PARTICULAR GABRIELA MISTRAL,317,14.0,22.6,5.74,2013
9527,ESCUELA PARTICULAR ECOLE NOEL,429,19.0,22.6,5.8,2013
25349,COLEGIO PARTICULAR MELFORD COLLEGE,633,28.0,22.6,5.54,2013
12573,COLEGIO MARIA REINA,540,24.0,22.5,5.52,2013
2973,LICEO ABATE MOLINA,2072,92.0,22.5,5.99,2013
8126,ESCUELA RURAL AUCAR,45,2.0,22.5,6.09,2013
24960,ESCUELA BASICA PARTICULAR HORIZONTE 11,450,20.0,22.5,5.66,2013
26115,COLEGIO TUPAHUE,900,40.0,22.5,5.41,2013
7826,COLEGIO SAN MIGUEL,921,41.0,22.5,5.76,2013
10450,ESCUELA CONSOLIDADA,1507,67.0,22.5,5.38,2013
10832,COLEGIO POLIVALENTE SAN AGUSTIN,2992,133.0,22.5,5.58,2013
2105,LICEO INDUSTRIAL ERNESTO PINTO LAGARRIGUE,1190,53.0,22.5,5.19,2013
479,LICEO SAN FRANCISCO,787,35.0,22.5,5.92,2013
11923,INSTITUTO COMERCIAL SAN PABLO,900,40.0,22.5,5.42,2013
10773,COMPLEJO EDUC.PART. LUIS PASTEUR,1483,66.0,22.5,5.44,2013
9780,COLEGIO TENIENTE DAGOBERTO GODOY,1350,60.0,22.5,5.66,2013
3434,LICEO GUILLERMO MARIN LARRAIN,806,36.0,22.4,5.31,2013
11685,SOCIEDAD EDUCACIONAL  LA ARAUCANA,202,9.0,22.4,5.05,2013
8491,LICEO DE APLICACION RECTOR JORGE E SCHNE,2173,97.0,22.4,5.31,2013
220,LICEO MINERO AMÃRICA,1010,45.0,22.4,5.43,2013
10224,ESCUELA PARTICULAR ARTURO TORO AMOR,1029,46.0,22.4,5.63,2013
10710,COLEGIO ALCANTARA DE TALAGANTE,808,36.0,22.4,5.97,2013
8714,ESCUELA PARTICULAR RAMON FREIRE,358,16.0,22.4,5.78,2013
1350,ESC.PARTICULAR MARIA LETELIER DE PRIETO,604,27.0,22.4,5.69,2013
9852,ESCUELA PARTICULAR VILLA EL SOL,1209,54.0,22.4,5.79,2013
25042,ESCUELA BASICA LOS BOSQUINOS,1454,65.0,22.4,5.92,2013
24473,COLEGIO TEC.HOTELERIA Y GASTRONOMIA ACHIGA CO,582,26.0,22.4,5.09,2013
25733,ESCUELA PART. SANTA TERESA DE QUILICURA,1121,50.0,22.4,5.7,2013
12518,COLEGIO DIOCESANO OBISPO LABBE,1009,45.0,22.4,5.75,2013
4665,COLEGIO EDWARD,268,12.0,22.3,6.22,2013
26476,COLEGIO BOSTON COLLEGE HUECHURABA,1425,64.0,22.3,5.97,2013
26436,COLEGIO TERRAUSTRAL DEL SOL,2679,120.0,22.3,5.53,2013
8505,LICEO POLIVALENTE A-28 EMILIA TORO DE BAL,1137,51.0,22.3,5.41,2013
10081,ESCUELA ESTRELLA DE CHILE,983,44.0,22.3,5.99,2013
433,COLEGIO ADVENTISTA DE COPIAPO,957,43.0,22.3,5.75,2013
11830,ESCUELA BASICA  1287 SAN MARCOS APOSTOL,580,26.0,22.3,5.54,2013
10196,LICEO INDUSTRIAL BENJAMIN DAVILA LARRAIN,826,37.0,22.3,5.23,2013
25725,ESCUELA PART. NAHUEL,713,32.0,22.3,5.75,2013
8636,LICEO LEONARDO MURIALDO,1542,69.0,22.3,5.91,2013
